timestamp,rfp_id,record_id,field,old_value,new_value,diff_status,result
2026-05-14 16:09:44,SEC RFP-C001597754,3d51a631-de28-f111-88b4-6045bd13d56f,owner_name,,Ayman A Al-Ahmadi,MISSING,OK
2026-05-14 16:09:44,SEC RFP-C001597754,3d51a631-de28-f111-88b4-6045bd13d56f,publish_time,,3/1/2025 10:48 PM,MISSING,OK
2026-05-14 16:09:44,SEC RFP-C001597754,3d51a631-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:45,SEC RFP-C001601536 - 6001601536,4951a631-de28-f111-88b4-6045bd13d56f,owner_name,,KHALED SAEED SALEH AL AMOUDI,MISSING,OK
2026-05-14 16:09:45,SEC RFP-C001601536 - 6001601536,4951a631-de28-f111-88b4-6045bd13d56f,publish_time,,3/6/2025 1:06 AM,MISSING,OK
2026-05-14 16:09:45,SEC RFP-C001601536 - 6001601536,4951a631-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:46,SEC RFP C001483729,dc274158-de28-f111-88b4-6045bd13d56f,owner_name,,Ayman A AlMramhi,MISSING,OK
2026-05-14 16:09:46,SEC RFP C001483729,dc274158-de28-f111-88b4-6045bd13d56f,publish_time,,6/10/2024 4:11 AM,MISSING,OK
2026-05-14 16:09:46,SEC RFP C001483729,dc274158-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:46,SEC RFP C001485690,ea274158-de28-f111-88b4-6045bd13d56f,owner_name,ALI AMAHAMMED BAKRI ASIRI,Salim A. Al-Najrani,WRONG,OK
2026-05-14 16:09:46,SEC RFP C001485690,ea274158-de28-f111-88b4-6045bd13d56f,publish_time,,6/11/2024 4:04 AM,MISSING,OK
2026-05-14 16:09:46,SEC RFP C001485690,ea274158-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:47,SEC RFP-C001483415 - 6001483415,ed274158-de28-f111-88b4-6045bd13d56f,owner_name,KHALID MOHAMMAD YAHYA ALSHAMIKH ALQAHTANI,KHALED SAEED SALEH AL AMOUDI,WRONG,OK
2026-05-14 16:09:47,SEC RFP-C001483415 - 6001483415,ed274158-de28-f111-88b4-6045bd13d56f,publish_time,,6/5/2024 3:26 AM,MISSING,OK
2026-05-14 16:09:47,SEC RFP-C001483415 - 6001483415,ed274158-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:48,SEC RFP-C001482614,828df85e-de28-f111-88b4-6045bd13d56f,owner_name,KHALED SAEED SALEH AL AMOUDI,ABDALWAHAB ALI MISFER ALQAHTANI,WRONG,OK
2026-05-14 16:09:48,SEC RFP-C001482614,828df85e-de28-f111-88b4-6045bd13d56f,publish_time,,6/5/2024 10:15 PM,MISSING,OK
2026-05-14 16:09:48,SEC RFP-C001482614,828df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:49,SEC RFP-C001482827,878df85e-de28-f111-88b4-6045bd13d56f,owner_name,ALI AMAHAMMED BAKRI ASIRI,ABDALWAHAB ALI MISFER ALQAHTANI,WRONG,OK
2026-05-14 16:09:49,SEC RFP-C001482827,878df85e-de28-f111-88b4-6045bd13d56f,publish_time,,6/4/2024 4:12 AM,MISSING,OK
2026-05-14 16:09:49,SEC RFP-C001482827,878df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:49,SEC RFP-C001480508,888df85e-de28-f111-88b4-6045bd13d56f,owner_name,KHALED SAEED SALEH AL AMOUDI,MYASSER ABDULWAHED MOHAMMED ALTAYEB ALMORRAKSHI,WRONG,OK
2026-05-14 16:09:49,SEC RFP-C001480508,888df85e-de28-f111-88b4-6045bd13d56f,publish_time,,5/29/2024 12:53 AM,MISSING,OK
2026-05-14 16:09:49,SEC RFP-C001480508,888df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:50,SEC RFP C001479785,8a8df85e-de28-f111-88b4-6045bd13d56f,owner_name,MYASSER ABDULWAHED MOHAMMED ALTAYEB ALMORRAKSHI,Ayman A AlMramhi,WRONG,OK
2026-05-14 16:09:50,SEC RFP C001479785,8a8df85e-de28-f111-88b4-6045bd13d56f,publish_time,,5/26/2024 11:52 PM,MISSING,OK
2026-05-14 16:09:50,SEC RFP C001479785,8a8df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:52,SEC RFP-C001481688,8c8df85e-de28-f111-88b4-6045bd13d56f,owner_name,Ayman A AlMramhi,TURKI ABDULLAH ALAHMARI,WRONG,OK
2026-05-14 16:09:52,SEC RFP-C001481688,8c8df85e-de28-f111-88b4-6045bd13d56f,publish_time,,6/2/2024 3:18 AM,MISSING,OK
2026-05-14 16:09:52,SEC RFP-C001481688,8c8df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:53,SEC RFP-C001481260,978df85e-de28-f111-88b4-6045bd13d56f,owner_name,ABDULLAH MOHAMMAD SAAD AL SHAHRANI,ALI AMAHAMMED BAKRI ASIRI,WRONG,OK
2026-05-14 16:09:53,SEC RFP-C001481260,978df85e-de28-f111-88b4-6045bd13d56f,publish_time,,5/30/2024 1:38 AM,MISSING,OK
2026-05-14 16:09:53,SEC RFP-C001481260,978df85e-de28-f111-88b4-6045bd13d56f,rfp_type,,RFP,MISSING,OK
2026-05-14 16:09:53,SEC RFP- C001479786 - 6001479786,988df85e-de28-f111-88b4-6045bd13d56f,owner_name,,KHALED SAEED SALEH AL AMOUDI,MISSING,OK
